,Treatment,true_ite,predicted_ite,diff_ite,yf_true,ycf_true,yf_hat,y_cf_hat,diff_yf
38,1.0,5.9046831130981445,5.0,0.9046831130981445,0.5176826119422913,-5.387000560760498,2.0,-3.0,1.4823174476623535
39,0.0,-1.0323550701141357,0.0,1.0323550701141357,-1.310258150100708,-2.3426132202148438,-2.0,-2.0,0.689741849899292
40,1.0,-11.953091621398926,-5.0,6.953091621398926,-10.972953796386719,0.9801374673843384,-5.0,0.0,5.972953796386719
41,0.0,14.2708158493042,10.0,4.270815849304199,-5.025937080383301,9.244878768920898,-2.0,8.0,3.025937080383301
42,0.0,-8.698122024536133,-7.0,1.6981220245361328,9.084259033203125,0.38613682985305786,8.0,1.0,1.084259033203125
43,1.0,28.74275016784668,15.0,13.74275016784668,19.878387451171875,-8.864362716674805,14.0,-1.0,5.878387451171875
44,1.0,-3.7422523498535156,-2.0,1.7422523498535156,-2.0001649856567383,1.7420873641967773,-1.0,1.0,1.0001649856567383
45,1.0,-14.944032669067383,-7.0,7.944032669067383,-4.614603042602539,10.329429626464844,-1.0,6.0,3.614603042602539
46,1.0,0.45361328125,0.0,0.45361328125,1.6351323127746582,1.1815190315246582,0.0,0.0,1.6351323127746582
47,0.0,3.110513210296631,3.0,0.11051321029663086,5.300476551055908,8.410989761352539,2.0,5.0,3.300476551055908
48,0.0,10.693137168884277,3.0,7.693137168884277,-3.3602185249328613,7.332918643951416,-1.0,2.0,2.3602185249328613
49,0.0,-23.262714385986328,-7.0,16.262714385986328,4.50461483001709,-18.758098602294922,5.0,-2.0,0.49538516998291016
50,1.0,14.506107330322266,4.0,10.506107330322266,-2.512540817260742,-17.018648147583008,1.0,-3.0,3.512540817260742
51,1.0,5.60667610168457,2.0,3.6066761016845703,3.5021862983703613,-2.104490041732788,1.0,-1.0,2.5021862983703613
52,1.0,9.875955581665039,7.0,2.875955581665039,9.160849571228027,-0.7151062488555908,7.0,0.0,2.1608495712280273
53,1.0,3.943335771560669,0.0,3.943335771560669,0.8599291443824768,-3.083406686782837,-1.0,-1.0,1.859929084777832
54,0.0,-24.175045013427734,-10.0,14.175045013427734,10.002159118652344,-14.172886848449707,9.0,-1.0,1.0021591186523438
55,1.0,-14.05609130859375,-9.0,5.05609130859375,-8.297418594360352,5.758673191070557,-8.0,1.0,0.29741859436035156
56,1.0,-31.412023544311523,-13.0,18.412023544311523,-19.170167922973633,12.24185562133789,-6.0,7.0,13.170167922973633
57,0.0,9.61419677734375,1.0,8.61419677734375,-1.0785071849822998,8.535689353942871,0.0,1.0,1.0785071849822998
58,0.0,9.93165397644043,5.0,4.93165397644043,-3.4754045009613037,6.456249713897705,-1.0,4.0,2.4754045009613037
59,0.0,-5.985255241394043,-2.0,3.985255241394043,2.39125394821167,-3.594001293182373,0.0,-2.0,2.39125394821167
60,1.0,-9.042486190795898,-2.0,7.042486190795898,-0.5819267630577087,8.460559844970703,0.0,2.0,0.5819267630577087
61,1.0,-7.837616443634033,-7.0,0.8376164436340332,-0.31281954050064087,7.524796962738037,0.0,7.0,0.31281954050064087
62,1.0,8.677989959716797,8.0,0.6779899597167969,5.286341667175293,-3.391648292541504,6.0,-2.0,0.713658332824707
63,0.0,5.3162407875061035,3.0,2.3162407875061035,-3.7039806842803955,1.612260103225708,-1.0,2.0,2.7039806842803955
64,1.0,11.446487426757812,4.0,7.4464874267578125,2.176541805267334,-9.26994514465332,3.0,-1.0,0.823458194732666
65,1.0,10.594647407531738,8.0,2.5946474075317383,16.7054500579834,6.11080265045166,10.0,2.0,6.705450057983398
66,0.0,-24.813322067260742,-11.0,13.813322067260742,11.936647415161133,-12.87667465209961,7.0,-4.0,4.936647415161133
67,0.0,3.682676315307617,3.0,0.6826763153076172,2.245100975036621,5.927777290344238,1.0,4.0,1.245100975036621
68,0.0,-40.151336669921875,-15.0,25.151336669921875,17.986377716064453,-22.164958953857422,14.0,-1.0,3.986377716064453
69,1.0,27.491378784179688,19.0,8.491378784179688,18.98273468017578,-8.508644104003906,18.0,-1.0,0.9827346801757812
70,1.0,-12.355164527893066,-5.0,7.355164527893066,-9.12903118133545,3.226133346557617,-2.0,3.0,7.129031181335449
71,1.0,8.007966995239258,8.0,0.007966995239257812,8.585785865783691,0.5778192281723022,8.0,0.0,0.5857858657836914
72,0.0,11.498367309570312,4.0,7.4983673095703125,-7.600348472595215,3.8980185985565186,-2.0,2.0,5.600348472595215
73,0.0,2.5107340812683105,-1.0,3.5107340812683105,1.2234258651733398,3.7341599464416504,1.0,0.0,0.22342586517333984
74,1.0,-5.808807849884033,-1.0,4.808807849884033,-0.765859067440033,5.0429487228393555,-1.0,-0.0,0.23414093255996704
75,1.0,-4.66271448135376,-2.0,2.6627144813537598,-0.30609601736068726,4.356618404388428,-1.0,1.0,0.6939039826393127
76,0.0,6.160057544708252,5.0,1.160057544708252,0.15705403685569763,6.317111492156982,-1.0,4.0,1.15705406665802
77,0.0,-29.7651424407959,-13.0,16.7651424407959,10.763275146484375,-19.001867294311523,8.0,-5.0,2.763275146484375
78,1.0,-15.500393867492676,-5.0,10.500393867492676,-11.532157897949219,3.968236207962036,-2.0,3.0,9.532157897949219
79,1.0,18.983243942260742,11.0,7.983243942260742,10.24290943145752,-8.740334510803223,9.0,-2.0,1.2429094314575195
80,1.0,-7.364819526672363,-4.0,3.3648195266723633,-4.756654262542725,2.6081650257110596,-3.0,1.0,1.7566542625427246
81,0.0,-14.065423011779785,-5.0,9.065423011779785,3.917839288711548,-10.147583961486816,2.0,-3.0,1.9178392887115479
82,0.0,-12.55683422088623,-3.0,9.55683422088623,-0.7027995586395264,-13.259634017944336,-1.0,-4.0,0.29720044136047363
83,0.0,12.138776779174805,8.0,4.138776779174805,-1.4544155597686768,10.684361457824707,-1.0,7.0,0.45441555976867676
84,0.0,0.8665483593940735,0.0,0.8665483593940735,-1.5377776622772217,-0.6712293028831482,-1.0,-1.0,0.5377776622772217
85,1.0,14.73586654663086,9.0,5.735866546630859,9.561704635620117,-5.174161911010742,6.0,-3.0,3.561704635620117
86,1.0,-25.264972686767578,-12.0,13.264972686767578,-20.146713256835938,5.118259429931641,-9.0,3.0,11.146713256835938
87,0.0,-20.754098892211914,-8.0,12.754098892211914,8.688374519348145,-12.06572437286377,6.0,-2.0,2.6883745193481445
88,0.0,-7.668134689331055,-4.0,3.6681346893310547,4.036907196044922,-3.6312272548675537,3.0,-1.0,1.0369071960449219
89,1.0,-3.691179037094116,-2.0,1.6911790370941162,-7.687990665435791,-3.996811628341675,-5.0,-3.0,2.687990665435791
90,1.0,4.779446125030518,3.0,1.7794461250305176,3.1818346977233887,-1.597611427307129,2.0,-1.0,1.1818346977233887
91,1.0,-26.355262756347656,-14.0,12.355262756347656,-19.602964401245117,6.752297878265381,-13.0,1.0,6.602964401245117
92,1.0,-7.971464157104492,-2.0,5.971464157104492,-7.609903812408447,0.36156055331230164,-3.0,-1.0,4.609903812408447
93,1.0,-10.510078430175781,-5.0,5.510078430175781,-7.746514797210693,2.763563871383667,-4.0,1.0,3.7465147972106934
94,0.0,-14.578563690185547,-6.0,8.578563690185547,11.502534866333008,-3.076028823852539,7.0,1.0,4.502534866333008
95,0.0,11.585697174072266,4.0,7.585697174072266,-3.080683469772339,8.505013465881348,-2.0,2.0,1.0806834697723389
96,0.0,-12.30268669128418,-6.0,6.30268669128418,7.64784049987793,-4.654846668243408,4.0,-2.0,3.6478404998779297
97,0.0,-9.781560897827148,-2.0,7.781560897827148,3.399294137954712,-6.382266521453857,2.0,0.0,1.399294137954712
98,1.0,-22.229963302612305,-12.0,10.229963302612305,-14.757429122924805,7.472534656524658,-11.0,1.0,3.7574291229248047
99,0.0,-10.211612701416016,-2.0,8.211612701416016,-2.1327273845672607,-12.344340324401855,-2.0,-4.0,0.13272738456726074
100,0.0,-5.51273250579834,-11.0,5.48726749420166,12.948495864868164,7.435763359069824,11.0,0.0,1.948495864868164
101,0.0,-13.893125534057617,-4.0,9.893125534057617,7.338144302368164,-6.554980754852295,5.0,1.0,2.338144302368164
102,0.0,-2.414799928665161,-2.0,0.41479992866516113,1.9073693752288818,-0.5074306130409241,-0.0,-2.0,1.9073693752288818
103,1.0,-13.39737319946289,-6.0,7.397373199462891,-4.880519866943359,8.516853332519531,-6.0,0.0,1.1194801330566406
104,0.0,8.613805770874023,3.0,5.613805770874023,-3.022348403930664,5.591457366943359,-1.0,2.0,2.022348403930664
105,0.0,-14.273819923400879,-4.0,10.273819923400879,4.834830284118652,-9.438989639282227,4.0,0.0,0.8348302841186523
106,0.0,13.300268173217773,4.0,9.300268173217773,1.5067529678344727,14.807021141052246,2.0,6.0,0.49324703216552734
107,1.0,-17.9182186126709,-11.0,6.918218612670898,-20.017601013183594,-2.099381685256958,-11.0,0.0,9.017601013183594
108,0.0,3.1709401607513428,-1.0,4.170940399169922,1.819521188735962,4.990461349487305,1.0,0.0,0.8195211887359619
109,1.0,-2.836247444152832,-2.0,0.836247444152832,-0.18096297979354858,2.6552844047546387,-1.0,1.0,0.8190370202064514
110,0.0,-1.788586139678955,-3.0,1.211413860321045,3.7706494331359863,1.9820632934570312,3.0,0.0,0.7706494331359863
111,0.0,-10.78125,-7.0,3.78125,11.835352897644043,1.0541024208068848,8.0,1.0,3.835352897644043
112,0.0,-3.4173290729522705,-3.0,0.4173290729522705,3.505772829055786,0.0884438157081604,1.0,-2.0,2.505772829055786
113,1.0,20.8835391998291,11.0,9.883539199829102,7.5463385581970215,-13.337201118469238,10.0,-1.0,2.4536614418029785
114,0.0,-21.357219696044922,-7.0,14.357219696044922,5.938873291015625,-15.41834545135498,5.0,-2.0,0.938873291015625
115,1.0,-0.6327221989631653,-1.0,0.3672778010368347,0.3370932936668396,0.9698154926300049,0.0,1.0,0.3370932936668396
116,1.0,-4.413860321044922,-5.0,0.5861396789550781,-8.010849952697754,-3.596989631652832,-6.0,-1.0,2.010849952697754
117,0.0,0.7471375465393066,-4.0,4.747137546539307,4.790475845336914,5.537613391876221,4.0,0.0,0.7904758453369141
118,1.0,-0.8031158447265625,-4.0,3.1968841552734375,3.371613025665283,4.174728870391846,0.0,4.0,3.371613025665283
119,0.0,-8.809256553649902,-8.0,0.8092565536499023,9.936612129211426,1.1273558139801025,7.0,-1.0,2.936612129211426
120,0.0,-7.295444011688232,-9.0,1.7045559883117676,11.107708930969238,3.812264919281006,9.0,0.0,2.1077089309692383
121,1.0,-21.047489166259766,-11.0,10.047489166259766,-10.634974479675293,10.412513732910156,-6.0,5.0,4.634974479675293
122,1.0,-10.632132530212402,-4.0,6.632132530212402,-0.5503382086753845,10.081794738769531,-4.0,-0.0,3.4496617317199707
123,0.0,22.106473922729492,10.0,12.106473922729492,-5.364324569702148,16.742149353027344,-2.0,8.0,3.3643245697021484
124,1.0,15.14798355102539,12.0,3.1479835510253906,11.787254333496094,-3.3607287406921387,12.0,0.0,0.21274566650390625
125,0.0,-17.907516479492188,-5.0,12.907516479492188,3.350428581237793,-14.557087898254395,3.0,-2.0,0.35042858123779297
126,1.0,20.780948638916016,14.0,6.780948638916016,13.937027931213379,-6.843921661376953,12.0,-2.0,1.937027931213379
127,0.0,-22.43550682067871,0.0,22.43550682067871,-3.8455493450164795,-26.281055450439453,-2.0,-2.0,1.8455493450164795
128,0.0,-11.055729866027832,-4.0,7.055729866027832,3.271071672439575,-7.784657955169678,4.0,0.0,0.7289283275604248
129,0.0,-7.134443283081055,-3.0,4.134443283081055,3.8156931400299072,-3.3187503814697266,3.0,0.0,0.8156931400299072
130,1.0,-20.528179168701172,-11.0,9.528179168701172,-11.831111907958984,8.697067260742188,-9.0,2.0,2.8311119079589844
131,0.0,-31.483505249023438,-12.0,19.483505249023438,11.665908813476562,-19.817596435546875,11.0,-1.0,0.6659088134765625
132,0.0,-18.592531204223633,-4.0,14.592531204223633,2.341773271560669,-16.250757217407227,1.0,-3.0,1.341773271560669
133,1.0,-29.790000915527344,-9.0,20.790000915527344,-25.777069091796875,4.012932300567627,-6.0,3.0,19.777069091796875
134,1.0,16.885034561157227,13.0,3.8850345611572266,10.893195152282715,-5.991839408874512,13.0,0.0,2.106804847717285
135,1.0,-2.7605202198028564,0.0,2.7605202198028564,-3.111978530883789,-0.351458340883255,-0.0,-0.0,3.111978530883789
136,1.0,11.917747497558594,-1.0,12.917747497558594,13.583537101745605,1.6657893657684326,1.0,2.0,12.583537101745605
137,1.0,5.093326091766357,3.0,2.0933260917663574,0.7996116280555725,-4.29371452331543,-1.0,-4.0,1.7996115684509277
138,1.0,-39.60752868652344,-15.0,24.607528686523438,-21.954330444335938,17.653200149536133,-6.0,9.0,15.954330444335938
139,0.0,-14.130449295043945,-6.0,8.130449295043945,1.5895416736602783,-12.540907859802246,1.0,-5.0,0.5895416736602783
140,0.0,-4.958853721618652,-1.0,3.9588537216186523,1.807002067565918,-3.1518516540527344,1.0,0.0,0.807002067565918
141,1.0,17.81473159790039,10.0,7.814731597900391,13.523069381713867,-4.291661262512207,7.0,-3.0,6.523069381713867
142,0.0,-16.3039608001709,-8.0,8.303960800170898,8.406269073486328,-7.897691249847412,8.0,0.0,0.4062690734863281
143,1.0,9.597261428833008,5.0,4.597261428833008,2.6085119247436523,-6.9887495040893555,3.0,-2.0,0.39148807525634766
144,1.0,-0.08661413192749023,6.0,6.08661413192749,6.0407891273498535,6.127403259277344,6.0,0.0,0.040789127349853516
145,0.0,8.662961959838867,1.0,7.662961959838867,0.7256523966789246,9.388614654541016,1.0,2.0,0.27434760332107544
146,0.0,-1.0257835388183594,-2.0,0.9742164611816406,1.7195067405700684,0.6937232613563538,1.0,-1.0,0.7195067405700684
147,1.0,-8.342787742614746,-6.0,2.342787742614746,-8.538250923156738,-0.19546356797218323,-6.0,-0.0,2.5382509231567383
148,0.0,-21.80638313293457,-10.0,11.80638313293457,1.8907878398895264,-19.91559600830078,1.0,-9.0,0.8907878398895264
149,1.0,3.9584131240844727,2.0,1.9584131240844727,1.519284963607788,-2.4391281604766846,1.0,-1.0,0.5192849636077881
150,0.0,17.152751922607422,10.0,7.152751922607422,-6.1623945236206055,10.9903564453125,-4.0,6.0,2.1623945236206055
151,1.0,-1.0382676124572754,2.0,3.0382676124572754,-2.6943533420562744,-1.656085729598999,-0.0,-2.0,2.6943533420562744
152,0.0,18.799205780029297,6.0,12.799205780029297,1.767920732498169,20.567127227783203,1.0,7.0,0.767920732498169
153,0.0,-6.051399230957031,-3.0,3.0513992309570312,2.4967141151428223,-3.55468487739563,0.0,-3.0,2.4967141151428223
154,1.0,4.509371757507324,6.0,1.4906282424926758,6.592282772064209,2.0829107761383057,6.0,0.0,0.592282772064209
155,1.0,11.41539192199707,11.0,0.4153919219970703,9.116414070129395,-2.2989776134490967,11.0,0.0,1.8835859298706055
156,0.0,-10.29028034210205,-4.0,6.290280342102051,2.157233953475952,-8.13304615020752,0.0,-4.0,2.157233953475952
157,0.0,-18.194746017456055,-11.0,7.194746017456055,11.918888092041016,-6.275857925415039,11.0,0.0,0.9188880920410156
158,0.0,-11.464198112487793,-4.0,7.464198112487793,1.2138710021972656,-10.250327110290527,1.0,-3.0,0.21387100219726562
159,1.0,2.6778132915496826,3.0,0.3221867084503174,1.9731688499450684,-0.7046444416046143,2.0,-1.0,0.02683115005493164
160,0.0,6.985559463500977,4.0,2.9855594635009766,-1.8242580890655518,5.161301136016846,-1.0,3.0,0.8242580890655518
161,0.0,9.114839553833008,2.0,7.114839553833008,1.6866953372955322,10.801534652709961,0.0,2.0,1.6866953372955322
162,0.0,-24.68136978149414,-12.0,12.68136978149414,11.15495491027832,-13.52641487121582,4.0,-8.0,7.15495491027832
163,0.0,-7.390554428100586,-7.0,0.39055442810058594,8.214653015136719,0.8240984082221985,7.0,0.0,1.2146530151367188
164,0.0,11.096834182739258,7.0,4.096834182739258,-7.296977996826172,3.799856185913086,-3.0,4.0,4.296977996826172
165,1.0,-14.171669960021973,-9.0,5.171669960021973,-8.169513702392578,6.0021562576293945,-7.0,2.0,1.1695137023925781
166,1.0,2.905003070831299,1.0,1.9050030708312988,3.7652549743652344,0.8602520227432251,1.0,0.0,2.7652549743652344
167,1.0,9.076586723327637,2.0,7.076586723327637,4.329235553741455,-4.747351169586182,1.0,-1.0,3.329235553741455
168,1.0,-6.618263244628906,-5.0,1.6182632446289062,-4.6366119384765625,1.9816515445709229,-4.0,1.0,0.6366119384765625
169,1.0,13.756416320800781,8.0,5.756416320800781,7.392078876495361,-6.364336967468262,7.0,-1.0,0.39207887649536133
170,0.0,2.9769349098205566,-4.0,6.976934909820557,6.579516887664795,9.556451797485352,4.0,0.0,2.579516887664795
171,0.0,20.028575897216797,8.0,12.028575897216797,-4.783419132232666,15.245157241821289,-3.0,5.0,1.783419132232666
172,0.0,-5.420035362243652,1.0,6.420035362243652,-2.160862684249878,-7.580897808074951,-3.0,-2.0,0.8391373157501221
173,1.0,-13.200496673583984,-8.0,5.200496673583984,-9.567959785461426,3.6325371265411377,-8.0,0.0,1.5679597854614258
174,1.0,56.043846130371094,34.0,22.043846130371094,36.86954879760742,-19.174297332763672,33.0,-1.0,3.869548797607422
175,0.0,7.537496566772461,1.0,6.537496566772461,1.6740472316741943,9.211544036865234,1.0,2.0,0.6740472316741943
176,0.0,-5.529045104980469,-3.0,2.5290451049804688,-1.2570055723190308,-6.786050796508789,-1.0,-4.0,0.25700557231903076
177,0.0,-8.360679626464844,-4.0,4.360679626464844,4.94720983505249,-3.4134693145751953,2.0,-2.0,2.9472098350524902
178,0.0,-1.2214241027832031,-4.0,2.778575897216797,5.166004657745361,3.944580554962158,5.0,1.0,0.16600465774536133
179,1.0,9.214597702026367,1.0,8.214597702026367,11.699851036071777,2.4852538108825684,3.0,2.0,8.699851036071777
180,1.0,-8.942294120788574,-1.0,7.942294120788574,-4.928345203399658,4.013948917388916,0.0,1.0,4.928345203399658
181,1.0,-6.788992404937744,-3.0,3.788992404937744,-1.1154837608337402,5.673508644104004,-1.0,2.0,0.11548376083374023
182,0.0,2.770177125930786,3.0,0.22982287406921387,-3.9255452156066895,-1.1553680896759033,-1.0,2.0,2.9255452156066895
183,1.0,-16.622194290161133,-10.0,6.622194290161133,-12.737320899963379,3.884873390197754,-9.0,1.0,3.737320899963379
184,1.0,-1.6986777782440186,2.0,3.6986777782440186,0.14247947931289673,1.8411571979522705,2.0,0.0,1.857520580291748
185,1.0,-16.048473358154297,-5.0,11.048473358154297,-12.767502784729004,3.280970335006714,-2.0,3.0,10.767502784729004
186,1.0,17.723831176757812,10.0,7.7238311767578125,9.4668607711792,-8.256969451904297,9.0,-1.0,0.4668607711791992
187,0.0,16.571414947509766,4.0,12.571414947509766,4.102998733520508,20.674413681030273,3.0,7.0,1.1029987335205078
188,1.0,-13.566539764404297,-8.0,5.566539764404297,-4.035368919372559,9.531170845031738,-5.0,3.0,0.9646310806274414
189,0.0,-6.205362319946289,-1.0,5.205362319946289,-0.4627198278903961,-6.668082237243652,-1.0,-2.0,0.5372802019119263
190,0.0,-1.1359350681304932,2.0,3.135935068130493,-2.061065196990967,-3.19700026512146,-2.0,-0.0,0.0610651969909668
191,1.0,-5.59726619720459,-7.0,1.4027338027954102,-7.607897758483887,-2.010631799697876,-7.0,-0.0,0.6078977584838867
192,1.0,-9.591367721557617,-5.0,4.591367721557617,-16.76520347595215,-7.173835754394531,-8.0,-3.0,8.765203475952148
193,0.0,-8.92420768737793,-5.0,3.9242076873779297,11.23470687866211,2.3104987144470215,6.0,1.0,5.234706878662109
194,0.0,2.9325132369995117,3.0,0.06748676300048828,-3.2713723182678223,-0.33885902166366577,-3.0,0.0,0.27137231826782227
195,1.0,17.34074592590332,12.0,5.34074592590332,10.547218322753906,-6.793527603149414,12.0,0.0,1.4527816772460938
196,0.0,17.83526039123535,6.0,11.835260391235352,-3.5567896366119385,14.278470039367676,-2.0,4.0,1.5567896366119385
197,0.0,-5.057315826416016,-1.0,4.057315826416016,1.6601169109344482,-3.3971991539001465,1.0,0.0,0.6601169109344482
198,0.0,-29.404483795166016,-12.0,17.404483795166016,12.125937461853027,-17.278547286987305,8.0,-4.0,4.125937461853027
199,1.0,27.674049377441406,16.0,11.674049377441406,20.49746322631836,-7.176586151123047,12.0,-4.0,8.49746322631836
200,0.0,-5.890775680541992,0.0,5.890775680541992,-0.7304651737213135,-6.621240615844727,-1.0,-1.0,0.2695348262786865
201,0.0,-17.827425003051758,-11.0,6.827425003051758,7.349929332733154,-10.477496147155762,2.0,-9.0,5.349929332733154
202,1.0,14.508646011352539,9.0,5.508646011352539,15.630753517150879,1.122107744216919,9.0,0.0,6.630753517150879
203,1.0,20.33989906311035,13.0,7.339899063110352,13.117098808288574,-7.2228007316589355,12.0,-1.0,1.1170988082885742
204,0.0,-17.652097702026367,-7.0,10.652097702026367,7.804413318634033,-9.847683906555176,7.0,0.0,0.8044133186340332
205,0.0,-28.61427879333496,-14.0,14.614278793334961,14.141081809997559,-14.473196983337402,8.0,-6.0,6.141081809997559
206,1.0,0.12036406993865967,0.0,0.12036406993865967,-1.1851038932800293,-1.305467963218689,-1.0,-1.0,0.1851038932800293
207,0.0,-0.5702826976776123,-3.0,2.4297173023223877,3.5799217224121094,3.009639024734497,3.0,0.0,0.5799217224121094
208,1.0,11.40456771850586,8.0,3.4045677185058594,13.07131290435791,1.6667453050613403,8.0,0.0,5.07131290435791
209,1.0,-2.121403694152832,-1.0,1.121403694152832,3.9412941932678223,6.062697887420654,3.0,4.0,0.9412941932678223
210,0.0,2.0636260509490967,3.0,0.9363739490509033,-0.8165714740753174,1.2470545768737793,0.0,3.0,0.8165714740753174
211,0.0,-18.16064453125,-6.0,12.16064453125,6.289533615112305,-11.871110916137695,3.0,-3.0,3.2895336151123047
212,1.0,-13.84242057800293,-9.0,4.84242057800293,-11.451396942138672,2.3910233974456787,-8.0,1.0,3.451396942138672
213,0.0,-28.66522979736328,-13.0,15.665229797363281,16.091957092285156,-12.573271751403809,10.0,-3.0,6.091957092285156
214,0.0,2.7587623596191406,-3.0,5.758762359619141,3.7807912826538086,6.539553642272949,3.0,0.0,0.7807912826538086
215,1.0,11.003933906555176,6.0,5.003933906555176,9.62580394744873,-1.3781299591064453,6.0,0.0,3.6258039474487305
216,1.0,5.4226179122924805,3.0,2.4226179122924805,1.534745216369629,-3.8878729343414307,2.0,-1.0,0.4652547836303711
217,0.0,-44.34941101074219,-19.0,25.349411010742188,16.354658126831055,-27.994752883911133,6.0,-13.0,10.354658126831055
218,1.0,24.631393432617188,16.0,8.631393432617188,16.026165008544922,-8.605229377746582,14.0,-2.0,2.026165008544922
219,1.0,-7.628805637359619,-1.0,6.628805637359619,-5.77464485168457,1.8541606664657593,0.0,1.0,5.77464485168457
220,0.0,2.4479944705963135,0.0,2.4479944705963135,-3.3318593502044678,-0.8838648200035095,-1.0,-1.0,2.3318593502044678
221,1.0,-0.2797212600708008,1.0,1.2797212600708008,14.93213939666748,15.211860656738281,6.0,5.0,8.93213939666748
