,Treatment,true_ite,predicted_ite,diff_ite,yf_true,yf_hat,diff_yf_DR,diff_yf_w/oDR,diff_yf_DR_prob,diff_yf_w/oDR_prob,diff_yf_DR <= diff_yf_w/oDR _values
58,0,0,-0.005737036,0.005737036,0,0.095809497,0.095809497,0.112553865,0.000194032,0.000221378,1
59,1,0,-0.031333476,0.031333476,1,0.336507827,0.663492203,0.539386749,0.001343692,0.001060901,0
60,0,0,-0.003854878,0.003854878,0,0.084984697,0.084984697,0.098757267,0.000172109,0.000194242,1
61,1,0,0.10483747,0.10483747,1,0.224330559,0.775669456,0.705357432,0.001570872,0.001387343,0
62,1,0,-0.027134359,0.027134359,0,0.056573413,0.056573413,0.054165412,0.000114571,0.000106536,0
63,0,0,-0.024456829,0.024456829,0,0.090437353,0.090437353,0.107540056,0.000183152,0.000211517,1
64,1,0,-0.014542691,0.014542691,0,0.074150853,0.074150853,0.096816629,0.000150169,0.000190425,1
65,0,0,0.0446679,0.0446679,1,0.300088227,0.699911773,0.529039264,0.001417448,0.001040549,0
66,1,0,-0.023690067,0.023690067,0,0.0879265,0.0879265,0.107160553,0.000178067,0.00021077,1
67,0,0,-0.021876544,0.021876544,0,0.098753057,0.098753057,0.115313314,0.000199993,0.000226806,1
68,0,0,-0.003335774,0.003335774,1,0.128241554,0.871758461,0.826349616,0.001765469,0.001625318,0
69,1,0,-0.022665501,0.022665501,0,0.073746786,0.073746786,0.090302773,0.000149351,0.000177613,1
70,0,0,-0.072651923,0.072651923,1,0.336174637,0.663825393,0.536702454,0.001344367,0.001055621,0
71,0,-1,0.021498233,1.021498203,1,0.162937224,0.837062776,0.763731658,0.001695204,0.001502157,0
72,1,0,-0.010755599,0.010755599,0,0.316276699,0.316276699,0.49150303,0.000640518,0.00096672,1
73,0,0,-0.005649522,0.005649522,0,0.112033717,0.112033717,0.151326105,0.000226889,0.000297638,1
74,0,-1,0.02313444,1.02313447,1,0.173474237,0.826525748,0.772983313,0.001673865,0.001520354,0
75,1,0,-0.017070897,0.017070897,0,0.086449057,0.086449057,0.119047463,0.000175075,0.00023415,1
76,1,1,-0.011516906,1.011516929,1,0.091354609,0.908645391,0.879695058,0.001840172,0.001730242,0
77,1,0,-0.016377822,0.016377822,0,0.069592334,0.069592334,0.075541273,0.000140937,0.00014858,1
78,0,0,-0.02128049,0.02128049,0,0.089980289,0.089980289,0.103804618,0.000182226,0.00020417,1
79,1,0,-0.016147748,0.016147748,0,0.074127279,0.074127279,0.090641841,0.000150121,0.00017828,1
80,1,0,-0.040292069,0.040292069,0,0.082979433,0.082979433,0.101337694,0.000168048,0.000199318,1
81,1,0,-0.020043403,0.020043403,0,0.071022354,0.071022354,0.082665302,0.000143833,0.000162592,1
82,0,0,-0.02561117,0.02561117,0,0.110723801,0.110723801,0.146928579,0.000224236,0.000288989,1
83,1,0,-0.021981154,0.021981154,0,0.062156063,0.062156063,0.05779992,0.000125877,0.000113685,0
84,1,0,-0.014957935,0.014957935,0,0.074591659,0.074591659,0.093021549,0.000151062,0.000182961,1
85,1,0,-0.025640078,0.025640078,0,0.065458268,0.065458268,0.071128927,0.000132565,0.000139901,1
86,1,0,-0.020592786,0.020592786,0,0.072531343,0.072531343,0.091572106,0.000146889,0.00018011,1
87,1,0,-0.022198752,0.022198752,0,0.065096244,0.065096244,0.070124105,0.000131832,0.000137925,1
88,0,0,-0.039124332,0.039124332,0,0.083131157,0.083131157,0.082499966,0.000168356,0.000162266,0
89,1,0,-0.022018991,0.022018991,0,0.089236811,0.089236811,0.091377154,0.000180721,0.000179727,1
90,0,0,0.026650369,0.026650369,1,0.375105441,0.624894559,0.44488728,0.001265525,0.000875033,0
91,1,0,-0.025673367,0.025673367,0,0.079994962,0.079994962,0.104101472,0.000162004,0.000204754,1
92,0,0,-0.024143927,0.024143927,0,0.090639211,0.090639211,0.089447811,0.000183561,0.000175932,0
93,0,0,-0.030949131,0.030949131,0,0.108743787,0.108743787,0.135601863,0.000220226,0.000266711,1
94,1,0,-0.014318362,0.014318362,0,0.075897783,0.075897783,0.092757717,0.000153707,0.000182442,1
95,1,0,-0.015052997,0.015052997,0,0.076586306,0.076586306,0.079220481,0.000155101,0.000155816,1
96,1,0,-0.026018608,0.026018608,0,0.061143812,0.061143812,0.073087044,0.000123827,0.000143752,1
97,0,0,-0.024916343,0.024916343,0,0.08784306,0.08784306,0.090113595,0.000177898,0.000177241,1
98,1,0,-0.042487323,0.042487323,0,0.100285515,0.100285515,0.117260918,0.000203096,0.000230636,1
99,0,0,-0.013863184,0.013863184,0,0.087953083,0.087953083,0.102216043,0.000178121,0.000201045,1
100,1,0,-0.011979818,0.011979818,0,0.074565269,0.074565269,0.093656391,0.000151008,0.00018421,1
101,1,0,-0.023191437,0.023191437,0,0.065714702,0.065714702,0.065825842,0.000133084,0.000129471,1
102,1,0,-0.082558647,0.082558647,0,0.10109508,0.10109508,0.12627852,0.000204736,0.000248373,1
103,1,0,0.002814181,0.002814181,0,0.090035766,0.090035766,0.116767071,0.000182339,0.000229665,1
104,1,0,-0.028458178,0.028458178,0,0.081336021,0.081336021,0.093744539,0.00016472,0.000184383,1
105,1,0,-0.017357729,0.017357729,0,0.069953643,0.069953643,0.083244935,0.000141669,0.000163732,1
106,0,0,-0.019471362,0.019471362,0,0.086571246,0.086571246,0.099297993,0.000175323,0.000195306,1
107,0,0,-0.023717761,0.023717761,0,0.094925739,0.094925739,0.103718191,0.000192242,0.000204,1
108,1,1,-0.020908222,1.020908237,1,0.127168313,0.872831702,0.823267102,0.001767643,0.001619255,0
109,1,0,-0.009860158,0.009860158,0,0.078047052,0.078047052,0.095479876,0.000158059,0.000187796,1
110,0,0,-0.012010954,0.012010954,0,0.088484064,0.088484064,0.090674199,0.000179196,0.000178344,1
111,1,0,-0.093453005,0.093453005,0,0.137296587,0.137296587,0.214922696,0.000278051,0.000422724,1
112,1,0,-0.025254384,0.025254384,0,0.088126011,0.088126011,0.104615688,0.000178471,0.000205765,1
113,1,0,-0.023124367,0.023124367,0,0.066030793,0.066030793,0.074587494,0.000133724,0.000146704,1
114,1,0,-0.013633743,0.013633743,0,0.0674254,0.0674254,0.06752795,0.000136549,0.000132818,1
115,0,0,-0.055451944,0.055451944,0,0.252732158,0.252732158,0.347667962,0.000511829,0.000683816,1
116,1,0,-0.008857831,0.008857831,0,0.083717905,0.083717905,0.096801236,0.000169544,0.000190395,1
117,1,0,-0.022697009,0.022697009,0,0.071788587,0.071788587,0.077253416,0.000145385,0.000151947,1
118,1,1,-0.067890838,1.067890882,1,0.222856328,0.777143657,0.66705215,0.001573857,0.001312002,0
119,0,0,-0.025648303,0.025648303,0,0.082875289,0.082875289,0.080999225,0.000167838,0.000159315,0
120,0,0,-0.014743812,0.014743812,0,0.087742284,0.087742284,0.102241665,0.000177694,0.000201096,1
121,0,0,-0.014497027,0.014497027,0,0.084835403,0.084835403,0.103148244,0.000171807,0.000202879,1
122,0,0,-0.044942729,0.044942729,0,0.153055266,0.153055266,0.208949581,0.000309965,0.000410976,1
123,0,0,-0.030871637,0.030871637,0,0.088115267,0.088115267,0.098547958,0.000178449,0.000193831,1
124,1,0,-0.014285795,0.014285795,0,0.075212747,0.075212747,0.090138659,0.000152319,0.000177291,1
125,1,0,-0.012356892,0.012356892,0,0.164298564,0.164298564,0.274497598,0.000332734,0.0005399,1
126,1,0,-0.018358838,0.018358838,0,0.062211711,0.062211711,0.060028724,0.00012599,0.000118068,0
127,1,0,0.002225488,0.002225488,0,0.092844889,0.092844889,0.122963354,0.000188028,0.000241852,1
128,0,0,-0.008909009,0.008909009,0,0.0933626,0.0933626,0.114770398,0.000189076,0.000225738,1
129,1,0,-0.016009279,0.016009279,0,0.097939372,0.097939372,0.145766243,0.000198345,0.000286703,1
130,1,0,-0.021360755,0.021360755,0,0.069156304,0.069156304,0.074213222,0.000140054,0.000145967,1
131,0,0,-0.009241499,0.009241499,0,0.102013245,0.102013245,0.130815506,0.000206595,0.000257296,1
132,0,0,-0.006826043,0.006826043,0,0.091023058,0.091023058,0.114386648,0.000184338,0.000224983,1
133,0,0,-0.034930643,0.034930643,0,0.087722853,0.087722853,0.090979353,0.000177655,0.000178944,1
134,1,0,-0.042458989,0.042458989,0,0.067995623,0.067995623,0.07514932,0.000137703,0.000147809,1
135,0,-1,-0.023413435,0.97658658,1,0.127770111,0.872229874,0.832042217,0.001766424,0.001636515,0
136,0,0,-0.047551002,0.047551002,0,0.101097658,0.101097658,0.116623372,0.000204741,0.000229382,1
137,1,1,0.011540979,0.988458991,1,0.191346139,0.808653831,0.735628247,0.001637671,0.001446882,0
138,1,0,-0.014428392,0.014428392,0,0.073073544,0.073073544,0.087033451,0.000147987,0.000171183,1
139,0,0,-0.215562329,0.215562329,0,0.344024897,0.344024897,0.514166117,0.000696713,0.001011295,1
140,0,0,-0.010948204,0.010948204,0,0.093053758,0.093053758,0.110405497,0.000188451,0.000217153,1
141,0,0,-0.009194188,0.009194188,0,0.091290571,0.091290571,0.112990014,0.00018488,0.000222236,1
142,1,0,-0.03127249,0.03127249,0,0.061701905,0.061701905,0.065622874,0.000124958,0.000129071,1
143,0,0,-0.01072976,0.01072976,0,0.105883785,0.105883785,0.135510847,0.000214434,0.000266532,1
144,0,0,-0.014922403,0.014922403,0,0.101369202,0.101369202,0.122534327,0.000205291,0.000241009,1
145,1,0,-0.024086028,0.024086028,0,0.125192255,0.125192255,0.145673305,0.000253537,0.00028652,1
146,1,0,-0.012826927,0.012826927,0,0.074434415,0.074434415,0.08091969,0.000150743,0.000159158,1
147,1,0,-0.013872541,0.013872541,0,0.085948147,0.085948147,0.118301116,0.000174061,0.000232682,1
148,0,0,-0.036477447,0.036477447,1,0.345012397,0.654987574,0.504383922,0.001326469,0.000992055,0
149,1,0,-0.00943885,0.00943885,0,0.076324828,0.076324828,0.094220385,0.000154572,0.000185319,1
150,0,0,0.017723843,0.017723843,0,0.159375861,0.159375861,0.195201427,0.000322765,0.000383935,1
151,0,0,0.011672243,0.011672243,0,0.092686936,0.092686936,0.109665118,0.000187708,0.000215697,1
152,0,0,-0.026383355,0.026383355,0,0.087452315,0.087452315,0.096701212,0.000177107,0.000190198,1
153,0,0,-0.004745796,0.004745796,0,0.101779088,0.101779088,0.12741892,0.000206121,0.000250616,1
154,0,0,-0.007975161,0.007975161,0,0.273288399,0.273288399,0.406173617,0.000553459,0.000798889,1
155,0,0,-0.03197699,0.03197699,0,0.116363302,0.116363302,0.149079055,0.000235657,0.000293218,1
156,1,0,-0.021529302,0.021529302,0,0.064607464,0.064607464,0.067248575,0.000130842,0.000132269,1
157,1,0,-0.008232169,0.008232169,0,0.078253068,0.078253068,0.098630548,0.000158477,0.000193993,1
158,0,0,-0.017977737,0.017977737,0,0.083202422,0.083202422,0.093485005,0.0001685,0.000183872,1
159,0,0,-0.017217182,0.017217182,0,0.091633335,0.091633335,0.111392818,0.000185574,0.000219095,1
160,0,0,-0.055420171,0.055420171,0,0.09861739,0.09861739,0.110845663,0.000199718,0.000218018,1
161,0,0,-0.007932842,0.007932842,0,0.109293006,0.109293006,0.137194708,0.000221338,0.000269844,1
162,0,0,-0.023107477,0.023107477,0,0.089828454,0.089828454,0.106793121,0.000181919,0.000210048,1
163,1,0,0.050387383,0.050387383,1,0.367368609,0.632631421,0.508392334,0.001281194,0.000999939,0
164,1,0,-0.026129484,0.026129484,0,0.108295396,0.108295396,0.161728948,0.000219318,0.000318099,1
165,1,0,-0.025707483,0.025707483,0,0.061920054,0.061920054,0.0587762,0.000125399,0.000115605,0
166,1,0,-0.017517969,0.017517969,0,0.070076503,0.070076503,0.081164435,0.000141918,0.00015964,1
167,1,0,-0.030133724,0.030133724,0,0.061940625,0.061940625,0.069755591,0.000125441,0.0001372,1
168,1,1,-0.04048042,1.040480375,1,0.078109249,0.921890736,0.908794403,0.001866996,0.001787476,0
169,1,0,-0.048578981,0.048578981,0,0.057593521,0.057593521,0.070284873,0.000116637,0.000138241,1
170,1,0,-0.018581241,0.018581241,0,0.069453247,0.069453247,0.077119276,0.000140655,0.000151683,1
171,0,0,-0.017976232,0.017976232,0,0.088528186,0.088528186,0.105361596,0.000179286,0.000207232,1
172,1,0,-0.050627731,0.050627731,0,0.094592355,0.094592355,0.125314355,0.000191567,0.000246476,1
173,1,0,-0.038193256,0.038193256,1,0.274060518,0.725939512,0.6209656,0.001470159,0.001221356,0
174,0,1,-0.007436126,1.007436156,0,0.086275026,0.086275026,0.102516875,0.000174723,0.000201637,1
175,1,0,-0.036525063,0.036525063,0,0.113252275,0.113252275,0.147718221,0.000229356,0.000290542,1
176,1,0,-0.034788102,0.034788102,0,0.065749034,0.065749034,0.064566456,0.000133154,0.000126994,0
177,0,0,-0.018917955,0.018917955,0,0.117371619,0.117371619,0.148795962,0.000237699,0.000292662,1
178,0,0,-0.024608582,0.024608582,0,0.0928744,0.0928744,0.11658977,0.000188088,0.000229316,1
179,0,0,-0.126832858,0.126832858,1,0.32675007,0.67324996,0.531823516,0.001363453,0.001046025,0
180,1,0,-0.016099013,0.016099013,0,0.079563051,0.079563051,0.08109878,0.00016113,0.00015951,1
181,1,0,-0.018181324,0.018181324,0,0.08053799,0.08053799,0.105586253,0.000163104,0.000207674,1
182,1,0,-0.024301037,0.024301037,0,0.065246262,0.065246262,0.07331989,0.000132136,0.00014421,1
183,1,1,-0.025879562,1.025879622,1,0.06631951,0.933680475,0.921422899,0.001890873,0.001812315,0
184,0,0,0.051910698,0.051910698,0,0.30910486,0.30910486,0.475677818,0.000625993,0.000935594,1
185,1,0,-0.015976243,0.015976243,0,0.075471841,0.075471841,0.092228524,0.000152844,0.000181401,1
186,0,0,-0.037530661,0.037530661,0,0.296815366,0.296815366,0.42135787,0.000601105,0.000828754,1
187,1,0,-0.001085609,0.001085609,0,0.100331083,0.100331083,0.130401209,0.000203189,0.000256482,1
188,0,0,-0.016347475,0.016347475,0,0.103464209,0.103464209,0.128704548,0.000209534,0.000253145,1
189,0,0,-0.016415901,0.016415901,0,0.087794244,0.087794244,0.099886857,0.000177799,0.000196464,1
190,0,0,-0.019941986,0.019941986,0,0.092443913,0.092443913,0.10097491,0.000187216,0.000198604,1
191,1,0,-0.020021178,0.020021178,0,0.072684787,0.072684787,0.081699431,0.0001472,0.000160692,1
192,1,0,-0.02827172,0.02827172,0,0.059732862,0.059732862,0.064037301,0.00012097,0.000125953,1
193,1,0,-0.013206832,0.013206832,0,0.067071155,0.067071155,0.067754671,0.000135831,0.000133264,1
194,1,0,0.001015589,0.001015589,0,0.101416521,0.101416521,0.138862073,0.000205387,0.000273123,1
195,0,0,-0.011377618,0.011377618,0,0.09153901,0.09153901,0.101893686,0.000185383,0.000200411,1
196,1,0,-0.018866912,0.018866912,0,0.071260288,0.071260288,0.09020301,0.000144315,0.000177417,1
197,0,0,-0.031579725,0.031579725,0,0.122073799,0.122073799,0.165346071,0.000247222,0.000325213,1
198,0,0,-0.035102986,0.035102986,0,0.135000229,0.135000229,0.174047962,0.0002734,0.000342329,1
199,1,0,-0.023290545,0.023290545,0,0.073032148,0.073032148,0.090218902,0.000147903,0.000177448,1
200,0,0,-0.015983894,0.015983894,0,0.129834965,0.129834965,0.169279665,0.000262939,0.00033295,1
201,0,0,-0.013405837,0.013405837,0,0.085960776,0.085960776,0.101949491,0.000174086,0.000200521,1
202,1,0,-0.034420505,0.034420505,0,0.088810027,0.088810027,0.114533454,0.000179856,0.000225272,1
203,1,0,-0.011953235,0.011953235,1,0.311022192,0.688977838,0.542298436,0.001395305,0.001066628,0
204,0,0,-0.035944592,0.035944592,0,0.09730088,0.09730088,0.116344415,0.000197052,0.000228834,1
205,1,0,-0.021913439,0.021913439,0,0.065772787,0.065772787,0.073866695,0.000133202,0.000145286,1
206,0,0,-0.035238303,0.035238303,0,0.144502953,0.144502953,0.179960534,0.000292645,0.000353958,1
207,1,0,0.004109919,0.004109919,1,0.323861688,0.676138282,0.530859411,0.001369303,0.001044129,0
208,0,0,0.059040338,0.059040338,0,0.306224257,0.306224257,0.45651415,0.00062016,0.000897902,1
209,0,0,-0.058770984,0.058770984,0,0.210366875,0.210366875,0.245361343,0.000426031,0.000482593,1
210,1,0,-0.028402582,0.028402582,0,0.075970188,0.075970188,0.086399175,0.000153853,0.000169936,1
211,1,0,0.145568386,0.145568386,1,0.314863473,0.685136557,0.531545758,0.001387526,0.001045479,0
212,0,0,-0.002700642,0.002700642,0,0.095695138,0.095695138,0.120775498,0.0001938,0.000237549,1
213,0,0,-0.020089909,0.020089909,0,0.087310709,0.087310709,0.10225644,0.00017682,0.000201125,1
214,1,0,-0.020436481,0.020436481,0,0.077338129,0.077338129,0.090464719,0.000156624,0.000177932,1
215,1,0,-0.029846404,0.029846404,0,0.060290765,0.060290765,0.059033781,0.0001221,0.000116111,0
216,0,-1,-0.022035137,0.977964878,1,0.09092921,0.90907079,0.895038724,0.001841033,0.001760421,0
217,0,-1,-0.020248637,0.979751348,1,0.096518017,0.90348196,0.877738476,0.001829715,0.001726393,0
218,0,0,-0.016445294,0.016445294,0,0.118594252,0.118594252,0.126774758,0.000240175,0.000249349,1
219,1,0,-0.018166818,0.018166818,0,0.070938244,0.070938244,0.082741283,0.000143663,0.000162741,1
220,0,0,-0.005076401,0.005076401,0,0.088571593,0.088571593,0.100922897,0.000179374,0.000198502,1
221,0,0,-0.005484104,0.005484104,0,0.085886709,0.085886709,0.102750741,0.000173936,0.000202097,1
222,0,0,-0.018958792,0.018958792,0,0.085980855,0.085980855,0.09800189,0.000174127,0.000192757,1
223,0,0,-0.113759696,0.113759696,1,0.274013251,0.725986719,0.658478141,0.001470255,0.001295138,0
224,0,0,-0.011990376,0.011990376,0,0.102868825,0.102868825,0.12622124,0.000208328,0.00024826,1
225,0,0,-0.022817172,0.022817172,0,0.089090474,0.089090474,0.100331776,0.000180424,0.000197339,1
226,1,0,-0.016363904,0.016363904,0,0.069336616,0.069336616,0.087439492,0.000140419,0.000171982,1
227,1,0,-0.000522979,0.000522979,0,0.092073731,0.092073731,0.139924079,0.000186466,0.000275212,1
228,0,0,-0.034041308,0.034041308,0,0.137297437,0.137297437,0.181670591,0.000278052,0.000357322,1
229,0,-1,-0.072902985,0.927097023,1,0.158312097,0.841687918,0.751758635,0.001704571,0.001478608,0
230,0,0,-0.024180301,0.024180301,0,0.11991448,0.11991448,0.14286378,0.000242849,0.000280994,1
231,1,0,-0.020736597,0.020736597,0,0.06212794,0.06212794,0.06113239,0.00012582,0.000120239,0
232,0,0,-0.01249972,0.01249972,0,0.090185933,0.090185933,0.120341852,0.000182643,0.000236696,1
233,1,0,-0.020801984,0.020801984,0,0.069260485,0.069260485,0.077715963,0.000140265,0.000152857,1
234,0,0,0.039718315,0.039718315,0,0.112279058,0.112279058,0.146165758,0.000227385,0.000287488,1
235,0,-1,-0.002231389,0.997768641,1,0.091311626,0.908688366,0.895644546,0.001840259,0.001761612,0
236,0,0,-0.033860993,0.033860993,0,0.085814223,0.085814223,0.105301157,0.000173789,0.000207113,1
237,1,0,-0.023537152,0.023537152,0,0.069061361,0.069061361,0.076888986,0.000139862,0.00015123,1
238,1,0,-0.024965491,0.024965491,0,0.061906923,0.061906923,0.066593342,0.000125373,0.00013098,1
239,1,0,-0.017452843,0.017452843,0,0.070974112,0.070974112,0.085499175,0.000143735,0.000168165,1
240,1,0,-0.008368485,0.008368485,0,0.12259791,0.12259791,0.174087241,0.000248283,0.000342406,1
241,1,0,-0.017888568,0.017888568,0,0.069539666,0.069539666,0.080242068,0.00014083,0.000157825,1
242,1,0,-0.02029831,0.02029831,0,0.073316254,0.073316254,0.089721516,0.000148479,0.00017647,1
243,0,0,-0.048234627,0.048234627,0,0.17240414,0.17240414,0.219314694,0.00034915,0.000431362,1
244,1,0,-0.015210152,0.015210152,0,0.072329178,0.072329178,0.087665863,0.00014648,0.000172427,1
245,0,0,-0.019143216,0.019143216,0,0.096803539,0.096803539,0.121157892,0.000196045,0.000238301,1
246,1,0,-0.007043794,0.007043794,0,0.108273067,0.108273067,0.14854975,0.000219273,0.000292177,1
247,1,0,-0.122644529,0.122644529,0,0.152776226,0.152776226,0.264412642,0.0003094,0.000520064,1
248,1,0,0.006665654,0.006665654,0,0.1000899,0.1000899,0.141506851,0.0002027,0.000278325,1
249,0,0,-0.044889241,0.044889241,1,0.367971689,0.632028341,0.484475493,0.001279972,0.000952898,0
250,1,0,-0.022262856,0.022262856,0,0.064639501,0.064639501,0.075803541,0.000130907,0.000149095,1
251,1,0,0.032604098,0.032604098,1,0.338420689,0.661579311,0.478749633,0.001339818,0.000941636,0
252,1,1,0.015415631,0.984584391,1,0.133043498,0.866956472,0.816814959,0.001755744,0.001606565,0
253,1,0,-0.033386365,0.033386365,0,0.068248153,0.068248153,0.080667444,0.000138215,0.000158662,1
254,1,0,-0.010608383,0.010608383,0,0.08477702,0.08477702,0.106022343,0.000171689,0.000208532,1
255,0,0,0.018312111,0.018312111,0,0.131004319,0.131004319,0.186889008,0.000265308,0.000367586,1
256,1,0,-0.018627025,0.018627025,0,0.067771941,0.067771941,0.083601311,0.00013725,0.000164433,1
257,0,0,-0.016083457,0.016083457,0,0.090921678,0.090921678,0.114902504,0.000184133,0.000225998,1
258,1,0,-0.003839239,0.003839239,0,0.083378963,0.083378963,0.113396235,0.000168858,0.000223035,1
259,0,0,-0.014646813,0.014646813,0,0.11259412,0.11259412,0.141857147,0.000228024,0.000279014,1
